title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,phoneFromWebsite
Gramercy Cleaners NYC,https://www.google.com/maps/place/Gramercy+Cleaners+NYC/data=!4m7!3m6!1s0x89c259f911ce7125:0x7a0046e4b9f02af0!8m2!3d40.7396175!4d-73.9875896!16s%2Fg%2F11h3df1g2b!19sChIJJXHOEflZwokR8CrwueRGAHo,https://www.gramercycleanersnyc.com/,No data found,,4.4,77,Dry cleaner,"44 E 22nd St #1, New York, NY 10010, United States",+1 212-533-6848,small dry cleaning in new york city,,
Hill Cleaners Inc,https://www.google.com/maps/place/Hill+Cleaners+Inc/data=!4m7!3m6!1s0x89c258e492867a5d:0x9e0f53e5ae9c5460!8m2!3d40.7590877!4d-73.9690885!16s%2Fg%2F1tj_6483!19sChIJXXqGkuRYwokRYFScruVTD54,https://www.hillcleanersfiftyfive.com/,Data found,,4.3,50,Dry cleaner,"160 E 55th St, New York, NY 10022, United States",+1 212-371-8808,small dry cleaning in new york city,,(212) 371-8808
Best Cleaners on A,https://www.google.com/maps/place/Best+Cleaners+on+A/data=!4m7!3m6!1s0x89c259fd4b907b1f:0x8ea28d5ec196f387!8m2!3d40.7257706!4d-73.984036!16s%2Fg%2F11fj74k8my!19sChIJH3uQS_1ZwokRh_OWwV6Noo4,http://www.cleanersona.com/,Data found,,4.0,21,Laundry,"99 Avenue A, New York, NY 10009, United States",+1 929-364-9093,small dry cleaning in new york city,bestcleanersona@gmail.com,929-364-9093
Chenille Cleaners,https://www.google.com/maps/place/Chenille+Cleaners/data=!4m7!3m6!1s0x89c258588abaae5f:0xb2970e0d5537da7a!8m2!3d40.7675913!4d-73.9844826!16s%2Fg%2F1v6p9rxn!19sChIJX666ilhYwokReto3VQ0Ol7I,http://chenillecleaners.com/,Data found,,3.8,56,Dry cleaner,"333 W 57th St, New York, NY 10019, United States",+1 212-247-4531,small dry cleaning in new york city,chenillecleaners@gmail.com,+1 (212) 247-45-31
Next Cleaners,https://www.google.com/maps/place/Next+Cleaners/data=!4m7!3m6!1s0x89c2598908dc7193:0x2088bc339cf79b32!8m2!3d40.7204759!4d-73.9984685!16s%2Fg%2F1thmlxmm!19sChIJk3HcCIlZwokRMpv3nDO8iCA,http://www.nextcleaners.com/,No data found,,3.4,66,Dry cleaner,"179 Lafayette St, New York, NY 10013, United States",+1 212-334-6398,small dry cleaning in new york city,,
Ching Cleaning & Laundry,https://www.google.com/maps/place/Ching+Cleaning+%26+Laundry/data=!4m7!3m6!1s0x89c258e214275611:0xcec203dbf5f94e1e!8m2!3d40.7538853!4d-73.9663953!16s%2Fg%2F1thl_byd!19sChIJEVYnFOJYwokRHk759dsDws4,,No website found,,4.6,46,Laundry,"889 1/2 1st Ave., New York, NY 10022, United States",+1 212-755-1068,small dry cleaning in new york city,,
Js Cleaners,https://www.google.com/maps/place/Js+Cleaners/data=!4m7!3m6!1s0x89c259a7f4a54681:0x7dc64cb61da4b2cd!8m2!3d40.7440307!4d-73.9833314!16s%2Fg%2F1tnjkh1m!19sChIJgUal9KdZwokRzbKkHbZMxn0,https://www.jscleaners.nyc/,Data found,,4.5,71,Dry cleaner,"425 Park Ave S, New York, NY 10016, United States",+1 212-213-8878,small dry cleaning in new york city,,(212) 716-1177
Lavi Cleaners of Murry Hill,https://www.google.com/maps/place/Lavi+Cleaners+of+Murry+Hill/data=!4m7!3m6!1s0x89c25909b7b3aaf9:0x51cdbcdc6953c20f!8m2!3d40.7420382!4d-73.9813777!16s%2Fg%2F12hm1jqb5!19sChIJ-aqztwlZwokRD8JTady8zVE,http://www.lavicleaners.com/,Data found,,4.2,48,Dry cleaner,"160 E 28th St, New York, NY 10016, United States",+1 917-945-8089,small dry cleaning in new york city,,(917) 945-8089
The Eco Laundry Company,https://www.google.com/maps/place/The+Eco+Laundry+Company/data=!4m7!3m6!1s0x89c259bc100c4f81:0x7365720285fac61b!8m2!3d40.7420845!4d-73.9998396!16s%2Fg%2F119tw07w6!19sChIJgU8MELxZwokRG8b6hQJyZXM,http://www.ecolaundrycompany.com/,Data found,,4.6,99,Dry cleaner,"249 W 18th St, New York, NY 10011, United States",+1 646-649-3806,small dry cleaning in new york city,reserve@ecolaundrycompany.com,(646) 649-3806
H2O Laundry & Dry Cleaner,https://www.google.com/maps/place/H2O+Laundry+%26+Dry+Cleaner/data=!4m7!3m6!1s0x89c259908ab9ef71:0xf9113422d9118762!8m2!3d40.7256228!4d-74.0028193!16s%2Fg%2F11ts02q9cm!19sChIJce-5ipBZwokRYocR2SI0Efk,,No website found,,4.8,50,Dry cleaner,"103 Sullivan St, New York, NY 10012, United States",+1 212-219-8170,small dry cleaning in new york city,,
Champion Cleaners,https://www.google.com/maps/place/Champion+Cleaners/data=!4m7!3m6!1s0x89c25904089fb327:0x7c35ddda480b0c79!8m2!3d40.7423815!4d-73.97945!16s%2Fg%2F1th6frqs!19sChIJJ7OfCARZwokReQwLSNrdNXw,,No website found,,4.4,30,Dry cleaner,"217 E 29th St, New York, NY 10016, United States",+1 212-297-0641,small dry cleaning in new york city,,
New Chenille Organic Cleaner,https://www.google.com/maps/place/New+Chenille+Organic+Cleaner/data=!4m7!3m6!1s0x89c258c078de914d:0x5750c04bb7233154!8m2!3d40.7710205!4d-73.9569986!16s%2Fg%2F11b7m98_2p!19sChIJTZHeeMBYwokRVDEjt0vAUFc,,No website found,,4.4,15,Dry cleaner,"1443 2nd Ave, New York, NY 10021, United States",+1 212-988-9111,small dry cleaning in new york city,,
IRIS - Laundry & Dry Cleaning with 24H Delivery,https://www.google.com/maps/place/IRIS+-+Laundry+%26+Dry+Cleaning+with+24H+Delivery/data=!4m7!3m6!1s0x89c2597d4b0ab9d1:0xa1f41e5c9a0d0105!8m2!3d40.7810583!4d-73.9808407!16s%2Fg%2F11jb9b9fvk!19sChIJ0bkKS31ZwokRBQENmlwe9KE,http://www.iriscleaners.com/,Data found,,,,Dry cleaner,"215 W 75th St, New York, NY 10023, United States",+1 646-621-9638,small dry cleaning in new york city,info@iriscleaners.com,(646)621-9638
Sheng Cleaners,https://www.google.com/maps/place/Sheng+Cleaners/data=!4m7!3m6!1s0x89c25853d6f81d5d:0xaa2f0971ce088646!8m2!3d40.7611206!4d-73.991352!16s%2Fg%2F1vspsdlw!19sChIJXR341lNYwokRRoYIznEJL6o,,No website found,,4.4,91,Dry cleaner,"404 W 46th St, New York, NY 10036, United States",+1 212-977-8800,small dry cleaning in new york city,,
Chris French Cleaners,https://www.google.com/maps/place/Chris+French+Cleaners/data=!4m7!3m6!1s0x89c2599bc23c3c9b:0xb4037a2c110f57f2!8m2!3d40.7305976!4d-73.9903152!16s%2Fg%2F1tgyxmn_!19sChIJmzw8wptZwokR8lcPESx6A7Q,,No website found,,4.0,64,Dry cleaner,"57 4th Ave, New York, NY 10003, United States",+1 212-475-5444,small dry cleaning in new york city,,
London Cleaners,https://www.google.com/maps/place/London+Cleaners/data=!4m7!3m6!1s0x89c259a8364cd63f:0x159dac565c764a06!8m2!3d40.7473753!4d-73.9844086!16s%2Fg%2F1vzn6gvm!19sChIJP9ZMNqhZwokRBkp2XFasnRU,,No website found,,4.1,41,Dry cleaner,"12 E 33rd St, New York, NY 10016, United States",+1 212-889-8895,small dry cleaning in new york city,,
Dry Cleaners Pro,https://www.google.com/maps/place/Dry+Cleaners+Pro/data=!4m7!3m6!1s0x89c258bf7b897ad5:0xe0eab94a34e8eba2!8m2!3d40.7713272!4d-73.956003!16s%2Fg%2F11g6j7tq1d!19sChIJ1XqJe79YwokRouvoNEq56uA,http://www.drycleanerspro.com/,No data found,,5.0,15,Dry cleaner,"301 E 76th St Frnt 1, New York, NY 10021, United States",+1 212-517-5093,small dry cleaning in new york city,,
Jeeves New York,https://www.google.com/maps/place/Jeeves+New+York/data=!4m7!3m6!1s0x89c258ee88c01b39:0x82f36e827a5bc846!8m2!3d40.7856555!4d-73.9556081!16s%2Fg%2F1tfzn7mb!19sChIJORvAiO5YwokRRshbeoJu84I,https://www.jeevesofbelgravia.com/newyork/,Data found,,4.8,204,Dry cleaner,"1318 Madison Ave, New York, NY 10128, United States",+1 212-570-9130,small dry cleaning in new york city,services@jeevesofbelgravia.co.uk,+1 212 570 9130
IRIS - Laundry & Dry Cleaning with 24HR Delivery,https://www.google.com/maps/place/IRIS+-+Laundry+%26+Dry+Cleaning+with+24HR+Delivery/data=!4m7!3m6!1s0x89c25973ca8a046f:0xa4429cdae1be6e51!8m2!3d40.7730344!4d-73.963948!16s%2Fg%2F11jv4fy64x!19sChIJbwSKynNZwokRUW6-4dqcQqQ,http://www.iriscleaners.com/,Data found,,5.0,3,Dry cleaner,"33 E 74th St, New York, NY 10021, United States",+1 718-899-9716,small dry cleaning in new york city,info@iriscleaners.com,(646)621-9638
Madame Paulette,https://www.google.com/maps/place/Madame+Paulette/data=!4m7!3m6!1s0x89c258e9b1a4d2a9:0x359bff8d558c75e2!8m2!3d40.7544601!4d-73.9896602!16s%2Fg%2F1w4f903m!19sChIJqdKkselYwokR4nWMVY3_mzU,http://www.madamepaulette.com/,Data found,,3.5,127,Dry cleaner,"230 W 39th St, New York, NY 10018, United States",+1 212-838-6827,small dry cleaning in new york city,asktheexpert@madamepaulette.com,(212) 838-6827
Hattan Cleaners,https://www.google.com/maps/place/Hattan+Cleaners/data=!4m7!3m6!1s0x89c2596328e55dd7:0xaf359581957af11a!8m2!3d40.7337121!4d-73.986574!16s%2Fg%2F11qt0148j7!19sChIJ113lKGNZwokRGvF6lYGVNa8,https://www.hattancleaners.com/,Data found,,4.9,14,Dry cleaner,"141 3rd Ave, New York, NY 10003, United States",+1 212-477-1740,small dry cleaning in new york city,hattan@hattancleaners.com,(212) 477-1740
Eddy's Laundry & Dry Cleaners,https://www.google.com/maps/place/Eddy%27s+Laundry+%26+Dry+Cleaners/data=!4m7!3m6!1s0x89c258e6fdcfdf7f:0x3b1a8505c5e1995a!8m2!3d40.759258!4d-73.962577!16s%2Fg%2F1thf9gnx!19sChIJf9_P_eZYwokRWpnhxQWFGjs,,No website found,,4.7,44,Dry cleaner,"1067 1st Ave., New York, NY 10022, United States",+1 212-755-1430,small dry cleaning in new york city,,
K M Laundry & Dry Cleaning,https://www.google.com/maps/place/K+M+Laundry+%26+Dry+Cleaning/data=!4m7!3m6!1s0x89c258e1546a8b83:0x683d2afcb5319255!8m2!3d40.7574218!4d-73.9651063!16s%2Fg%2F1tgq7kq0!19sChIJg4tqVOFYwokRVZIxtfwqPWg,,No website found,,3.9,26,Dry cleaner,"328 E 55th St #122, New York, NY 10022, United States",+1 212-223-3631,small dry cleaning in new york city,,
East 66 Dry Cleaners,https://www.google.com/maps/place/East+66+Dry+Cleaners/data=!4m7!3m6!1s0x89c2599ce9a3c17b:0xb50cf8173012d053!8m2!3d40.7273079!4d-73.9870095!16s%2Fg%2F1262jsq0f!19sChIJe8Gj6ZxZwokRU9ASMBf4DLU,,No website found,,5.0,17,Dry cleaner,"66 E 7th St, New York, NY 10003, United States",+1 212-473-2117,small dry cleaning in new york city,,
Yau's Excellent Cleaners,https://www.google.com/maps/place/Yau%27s+Excellent+Cleaners/data=!4m7!3m6!1s0x89c259b9232aa26f:0x9d02c19edcfbbd2b!8m2!3d40.7441413!4d-74.002817!16s%2Fg%2F1td7jnmh!19sChIJb6IqI7lZwokRK7373J7BAp0,,No website found,,3.8,13,Dry cleaner,"150 9th Ave, New York, NY 10011, United States",+1 212-243-5549,small dry cleaning in new york city,,
Sew Good Cleaners,https://www.google.com/maps/place/Sew+Good+Cleaners/data=!4m7!3m6!1s0x89c2599da951bd87:0x43d8a4fdedf676e9!8m2!3d40.728653!4d-73.985502!16s%2Fg%2F1tg79zbc!19sChIJh71RqZ1ZwokR6Xb27f2k2EM,,No website found,,3.9,32,Dry cleaner,"337 E 9th St, New York, NY 10003, United States",+1 212-777-8441,small dry cleaning in new york city,,
Eco Highline Cleaners,https://www.google.com/maps/place/Eco+Highline+Cleaners/data=!4m7!3m6!1s0x89c259b9ec022c03:0xa3c2b6201c07a814!8m2!3d40.7469358!4d-74.0017101!16s%2Fg%2F11c55vl9g2!19sChIJAywC7LlZwokRFKgHHCC2wqM,,No website found,,4.7,17,Dry cleaner,"405 W 23rd St, New York, NY 10011, United States",+1 646-682-9731,small dry cleaning in new york city,,
Casa Organic Dry Cleaners & Custom Tailors,https://www.google.com/maps/place/Casa+Organic+Dry+Cleaners+%26+Custom+Tailors/data=!4m7!3m6!1s0x89c259bb5b64a011:0x48b26788c82c5dd1!8m2!3d40.742705!4d-73.9957449!16s%2Fg%2F1tgff8p6!19sChIJEaBkW7tZwokR0V0syIhnskg,https://casadrycleaners.com/,Data found,,4.3,101,Dry cleaner,"155 W 21st St, New York, NY 10011, United States",+1 212-647-8602,small dry cleaning in new york city,info@casadrycleaners.com,(212) 647-8602
J K Dry Cleaners,https://www.google.com/maps/place/J+K+Dry+Cleaners/data=!4m7!3m6!1s0x89c2598f48fcefc3:0xe1dd79436e48000!8m2!3d40.7228948!4d-73.9961466!16s%2Fg%2F1tfryd7x!19sChIJw-_8SI9ZwokRAIDkNpTXHQ4,http://www.jkcleaners.com/,Data found,,3.7,12,Dry cleaner,"241 Mulberry St, New York, NY 10012, United States",+1 212-941-0046,small dry cleaning in new york city,,+1-720-593-6478
Dry Cleaners & Services,https://www.google.com/maps/place/Dry+Cleaners+%26+Services/data=!4m7!3m6!1s0x89c25a10e2c8dab1:0x2ce32d0a4db21d00!8m2!3d40.7089534!4d-74.0144082!16s%2Fg%2F1tflbkyc!19sChIJsdrI4hBawokRAB2yTQot4yw,https://www.wallstvalet.com/,Data found,,2.8,36,Dry cleaner,"110 Washington St, New York, NY 10006, United States",+1 646-580-7847,small dry cleaning in new york city,info@wallstvalet.com,646-330-5816
White On White Cleaners,https://www.google.com/maps/place/White+On+White+Cleaners/data=!4m7!3m6!1s0x89c25a208124e997:0x66b07cdf17a52558!8m2!3d40.7182615!4d-74.0033574!16s%2Fg%2F1tdq6yct!19sChIJl-kkgSBawokRWCWlF998sGY,http://whiteonwhitecleaners.com/,No data found,,4.6,95,Dry cleaner,"68 White St, New York, NY 10013, United States",+1 212-219-8889,small dry cleaning in new york city,,
West Broadway Cleaners,https://www.google.com/maps/place/West+Broadway+Cleaners/data=!4m7!3m6!1s0x89c25a1ed777080d:0x5a6274691728e30!8m2!3d40.7145095!4d-74.0091528!16s%2Fg%2F1tdw4d48!19sChIJDQh31x5awokRMI5ykUYnpgU,,No website found,,3.8,24,Dry cleaner,"49 Warren St, New York, NY 10007, United States",+1 212-732-4534,small dry cleaning in new york city,,
Suits and Skirts Cleaners,https://www.google.com/maps/place/Suits+and+Skirts+Cleaners/data=!4m7!3m6!1s0x89c25907b312a0a9:0x412338f89e8a6dc7!8m2!3d40.7464441!4d-73.9802022!16s%2Fg%2F1q6j5cdbw!19sChIJqaASswdZwokRx22Knvg4I0E,http://suitsandskirtscleaners.com/,Data found,,4.2,139,Dry cleaner,"120 E 34th St, New York, NY 10016, United States",+1 212-684-1025,small dry cleaning in new york city,contact@suitsandskirtscleaners.com,212-684-1025
Sammy Dry Cleaners & Tailor,https://www.google.com/maps/place/Sammy+Dry+Cleaners+%26+Tailor/data=!4m7!3m6!1s0x89c259a0f498620d:0xa1dbba38f89faf0c!8m2!3d40.738313!4d-73.984541!16s%2Fg%2F11b61qzh5t!19sChIJDWKY9KBZwokRDK-f-Di626E,https://www.sammynyc.com/,Data found,,3.8,41,Dry cleaner,"144 E 22nd St Basement, New York, NY 10010, United States",+1 212-780-9888,small dry cleaning in new york city,sammydrycleaners@gmail.com,212. 774. 9445
IRIS - Laundry & Dry Cleaning with 24H Delivery,https://www.google.com/maps/place/IRIS+-+Laundry+%26+Dry+Cleaning+with+24H+Delivery/data=!4m7!3m6!1s0x89c2597abb3af861:0xab7298eb63e2ab0d!8m2!3d40.745729!4d-73.983499!16s%2Fg%2F11l2y4nc9z!19sChIJYfg6u3pZwokRDaviY-uYcqs,http://www.iriscleaners.com/,Data found,,4.0,2,Laundry service,"31 E 31st St, New York, NY 10016, United States",+1 646-621-9638,small dry cleaning in new york city,info@iriscleaners.com,(646)621-9638
The Cleaners IO,https://www.google.com/maps/place/The+Cleaners+IO/data=!4m7!3m6!1s0x89c2595de03b56cd:0xae0948e930005823!8m2!3d40.7290657!4d-73.9993703!16s%2Fg%2F11mqvlj483!19sChIJzVY74F1ZwokRI1gAMOlICa4,http://www.thecleaners.io/,Data found,,4.8,73,Dry cleaner,"215 Thompson St, New York, NY 10012, United States",+1 888-421-5215,small dry cleaning in new york city,,1-(888)-4215-215
58 Laundry & Cleaners,https://www.google.com/maps/place/58+Laundry+%26+Cleaners/data=!4m7!3m6!1s0x89c258e5d4642aa7:0xbf4e35c2d72c4a36!8m2!3d40.7602225!4d-73.9655819!16s%2Fg%2F1tvgw7md!19sChIJpypk1OVYwokRNkos18I1Tr8,,No website found,,4.0,27,Dry cleaner,"238 E 58th St, New York, NY 10022, United States",+1 212-688-6800,small dry cleaning in new york city,,
Blanca's Cleaners,https://www.google.com/maps/place/Blanca%27s+Cleaners/data=!4m7!3m6!1s0x89c258509cf60c8b:0xf6bdcaf98621ac5e!8m2!3d40.765684!4d-73.9907589!16s%2Fg%2F1tdcx_mj!19sChIJiwz2nFBYwokRXqwhhvnKvfY,,No website found,,3.3,29,Dry cleaner,"762 10th Ave #1, New York, NY 10019, United States",+1 212-767-0500,small dry cleaning in new york city,,
Art of Laundry NYC,https://www.google.com/maps/place/Art+of+Laundry+NYC/data=!4m7!3m6!1s0x89c2f5e2c33d21d3:0x9fe010e162ff2a59!8m2!3d40.7985231!4d-73.9338589!16s%2Fg%2F11gcx_6y9l!19sChIJ0yE9w-L1wokRWSr_YuEQ4J8,http://artoflaundry.nyc/,No data found,,4.8,32,Dry cleaner,"2337 1st Ave., New York, NY 10035, United States",+1 212-348-3621,small dry cleaning in new york city,,
Dynasty Dry Cleaners & Tailors,https://www.google.com/maps/place/Dynasty+Dry+Cleaners+%26+Tailors/data=!4m7!3m6!1s0x89c258ee2bb58be9:0x963455c680d2c2c2!8m2!3d40.7638639!4d-73.9665535!16s%2Fg%2F1tj53h_p!19sChIJ6Yu1K-5YwokRwsLSgMZVNJY,http://dynastydrycleanerstailor.com/?utm_source=gmb&utm_medium=referral,No data found,,4.2,33,Dry cleaner,"134-1/2 E 62nd St, New York, NY 10065, United States",+1 212-308-8821,small dry cleaning in new york city,,
K & W Best Dry Cleaner & Laundry Inc.,https://www.google.com/maps/place/K+%26+W+Best+Dry+Cleaner+%26+Laundry+Inc./data=!4m7!3m6!1s0x89c2599c2080743b:0xc9475f97e6d09ba9!8m2!3d40.730986!4d-73.987226!16s%2Fg%2F11f04ppdq_!19sChIJO3SAIJxZwokRqZvQ5pdfR8k,,No website found,,3.3,10,Dry cleaner,"229 E 11th St, New York, NY 10003, United States",+1 646-918-7135,small dry cleaning in new york city,,
Hippodrome Cleaners,https://www.google.com/maps/place/Hippodrome+Cleaners/data=!4m7!3m6!1s0x89c25855572d89c9:0x7ca6f9da9290d10f!8m2!3d40.7552634!4d-73.9827255!16s%2Fg%2F1tfc7jcl!19sChIJyYktV1VYwokRD9GQktr5pnw,,No website found,,3.7,20,Dry cleaner,"1120 6th Ave, New York, NY 10036, United States",+1 212-768-9080,small dry cleaning in new york city,,
202 Cleaner Inc.,https://www.google.com/maps/place/202+Cleaner+Inc./data=!4m7!3m6!1s0x89c259089287a843:0x2046783c74708d49!8m2!3d40.743579!4d-73.979177!16s%2Fg%2F1wf39jjf!19sChIJQ6iHkghZwokRSY1wdDx4RiA,,No website found,,4.5,23,Laundry service,"202 E 31st St, New York, NY 10016, United States",+1 212-779-8414,small dry cleaning in new york city,,
Greenwich Cleaners,https://www.google.com/maps/place/Greenwich+Cleaners/data=!4m7!3m6!1s0x89c25a1e4413987f:0xce175464112dd8f6!8m2!3d40.7177612!4d-74.0103423!16s%2Fg%2F1tk640v4!19sChIJf5gTRB5awokR9tgtEWRUF84,http://greenwichcleaners.com/,Data found,,4.5,58,Dry cleaner,"331 Greenwich St #A, New York, NY 10013, United States",+1 212-966-4881,small dry cleaning in new york city,greenwichcleanersnyc@gmail.com,212-966-4881
Dry Clean Personal Care,https://www.google.com/maps/place/Dry+Clean+Personal+Care/data=!4m7!3m6!1s0x89c258c28f2cd6af:0x18777b1a8e868df8!8m2!3d40.7637727!4d-73.9586961!16s%2Fg%2F11c4js1vn_!19sChIJr9Ysj8JYwokR-I2Gjhp7dxg,,No website found,,4.6,17,Dry cleaner,"400 E 66th St, New York, NY 10065, United States",+1 212-650-0111,small dry cleaning in new york city,,
J J Cleaners & Laundromat,https://www.google.com/maps/place/J+J+Cleaners+%26+Laundromat/data=!4m7!3m6!1s0x89c2599ccb3c8155:0xafa4adec54953b49!8m2!3d40.72622!4d-73.9871982!16s%2Fg%2F1v9gkxxl!19sChIJVYE8y5xZwokRSTuVVOytpK8,,No website found,,3.9,42,Dry cleaner,"339 E 5th St, New York, NY 10003, United States",+1 212-475-9081,small dry cleaning in new york city,,
New Rosa's Dry Cleaners & Tlr,https://www.google.com/maps/place/New+Rosa%27s+Dry+Cleaners+%26+Tlr/data=!4m7!3m6!1s0x89c25a296ba7882d:0x46d21552db946d29!8m2!3d40.7130883!4d-73.9901931!16s%2Fg%2F1vqmk8rr!19sChIJLYinaylawokRKW2U21IV0kY,,No website found,,4.2,10,Dry cleaner,"26 Rutgers St # 1, New York, NY 10002, United States",+1 212-385-1683,small dry cleaning in new york city,,
Grand Street Cleaners,https://www.google.com/maps/place/Grand+Street+Cleaners/data=!4m7!3m6!1s0x89c25bd54f521f29:0x29887974e2d3489e!8m2!3d40.7145125!4d-73.9822074!16s%2Fg%2F1tdcbqtx!19sChIJKR9ST9VbwokRnkjT4nR5iCk,,No website found,,3.3,17,Dry cleaner,"507 Grand St, New York, NY 10002, United States",+1 212-473-4566,small dry cleaning in new york city,,
Westlake Cleaners & Launderer,https://www.google.com/maps/place/Westlake+Cleaners+%26+Launderer/data=!4m7!3m6!1s0x89c259b3a5e43c2b:0xd1759eda2d0ade1!8m2!3d40.7542775!4d-73.9977682!16s%2Fg%2F1vbnqb45!19sChIJKzzkpbNZwokR4a3Qou1ZFw0,,No website found,,3.4,28,Dry cleaner,"433 W 34th St., New York, NY 10001, United States",+1 212-736-1542,small dry cleaning in new york city,,
Ann Cleaners,https://www.google.com/maps/place/Ann+Cleaners/data=!4m7!3m6!1s0x89c25b22154e422b:0x74e8274e9e713c9c!8m2!3d40.7106473!4d-74.0076802!16s%2Fg%2F11f5vrszqy!19sChIJK0JOFSJbwokRnDxxnk4n6HQ,http://www.anncleaners.com/,Data found,,4.6,37,Dry cleaner,"30 Ann St, New York, NY 10038, United States",+1 212-233-0000,small dry cleaning in new york city,,12345678910
Rainbow Cleaners,https://www.google.com/maps/place/Rainbow+Cleaners/data=!4m7!3m6!1s0x89c259bd547a98e5:0xf034ebc66b0592a0!8m2!3d40.7373083!4d-73.9951466!16s%2Fg%2F1tfzn7rb!19sChIJ5Zh6VL1ZwokRoJIFa8brNPA,,No website found,,3.6,16,Dry cleaner,"36 W 15th St #1, New York, NY 10011, United States",+1 917-470-8830,small dry cleaning in new york city,,
LAVI CLEANERS UPPER EAST SIDE,https://www.google.com/maps/place/LAVI+CLEANERS+UPPER+EAST+SIDE/data=!4m7!3m6!1s0x89c2598d50d90cc7:0xb07495fd1db5e896!8m2!3d40.767508!4d-73.952581!16s%2Fg%2F11t81n7dwc!19sChIJxwzZUI1ZwokRlui1Hf2VdLA,https://www.lavicleaners.com/,Data found,,4.6,32,Dry cleaner,"503 E 73rd St, New York, NY 10021, United States",+1 917-261-7327,small dry cleaning in new york city,,(917) 945-8089
Yuri Cleaners,https://www.google.com/maps/place/Yuri+Cleaners/data=!4m7!3m6!1s0x89c259bc0e72895d:0x8b977c43aa9d6193!8m2!3d40.7595203!4d-73.9908878!16s%2Fg%2F11sgdp5w4n!19sChIJXYlyDrxZwokRk2GdqkN8l4s,,No website found,,4.9,54,Laundry service,"347 W 44th St, New York, NY 10036, United States",+1 646-707-0766,small dry cleaning in new york city,,
Best Touch Cleaners & Laundry,https://www.google.com/maps/place/Best+Touch+Cleaners+%26+Laundry/data=!4m7!3m6!1s0x89c2590a397c8d61:0xedd843098087b58b!8m2!3d40.7390724!4d-73.9810558!16s%2Fg%2F1tdpm_h8!19sChIJYY18OQpZwokRi7WHgAlD2O0,,No website found,,4.9,15,Laundromat,"235 E 24th St, New York, NY 10010, United States",+1 212-685-6829,small dry cleaning in new york city,,
Laundry to You,https://www.google.com/maps/place/Laundry+to+You/data=!4m7!3m6!1s0x89c2599b7d11f411:0x9f99fbfc90b9d8d5!8m2!3d40.728272!4d-73.9890991!16s%2Fg%2F1tggvfk_!19sChIJEfQRfZtZwokR1di5kPz7mZ8,http://laundrytoyou.com/,,,4.4,35,Dry cleaner,"34 E 7th St, New York, NY 10003, United States",+1 212-979-6595,small dry cleaning in new york city,,
Ye Olde Dry Cleaners,https://www.google.com/maps/place/Ye+Olde+Dry+Cleaners/data=!4m7!3m6!1s0x89c2f6157b069823:0xa6c8cd9b30d329c9!8m2!3d40.8089755!4d-73.9592703!16s%2Fg%2F1vpptfyz!19sChIJI5gGexX2wokRySnTMJvNyKY,,No website found,,3.2,13,Dry cleaner,"1211 Amsterdam Ave, New York, NY 10027, United States",+1 212-866-2056,small dry cleaning in new york city,,
New Modern French Cleaners,https://www.google.com/maps/place/New+Modern+French+Cleaners/data=!4m7!3m6!1s0x89c25909283f6127:0x465c8e7897f36b17!8m2!3d40.7419689!4d-73.9776916!16s%2Fg%2F1pp2vms4d!19sChIJJ2E_KAlZwokRF2vzl3iOXEY,,No website found,,4.2,29,Dry cleaner,"530 2nd Ave, New York, NY 10016, United States",+1 212-683-0280,small dry cleaning in new york city,,
Brown Bag Laundry,https://www.google.com/maps/place/Brown+Bag+Laundry/data=!4m7!3m6!1s0x89c2599b32d1a01b:0x8e2e6d22770a5ef0!8m2!3d40.7264136!4d-74.0012039!16s%2Fg%2F11clytsknn!19sChIJG6DRMptZwokR8F4KdyJtLo4,http://www.brownbaglaundry.com/,,,4.6,59,Dry cleaner,"130 Thompson St, New York, NY 10012, United States",+1 212-510-8709,small dry cleaning in new york city,,
Westgate Cleaners,https://www.google.com/maps/place/Westgate+Cleaners/data=!4m7!3m6!1s0x89c25994ae9a37bb:0xa24cdfb1aad3174d!8m2!3d40.7340002!4d-74.0066697!16s%2Fg%2F1tdvl2j1!19sChIJuzearpRZwokRTRfTqrHfTKI,,No website found,,4.2,10,Dry cleaner,"Next To Cowgirl Restaurant, 523 Hudson St, New York, NY 10014, United States",+1 212-929-1350,small dry cleaning in new york city,,
Skyline Cleaners,https://www.google.com/maps/place/Skyline+Cleaners/data=!4m7!3m6!1s0x89c2590b1106e6bb:0xfdcffbf343d4e241!8m2!3d40.736437!4d-73.979215!16s%2Fg%2F11b6377yjy!19sChIJu-YGEQtZwokRQeLUQ_P7z_0,,No website found,,4.8,37,Dry cleaner,"377 1st Ave., New York, NY 10010, United States",+1 212-410-3400,small dry cleaning in new york city,,
Tatyana's Cleaner,https://www.google.com/maps/place/Tatyana%27s+Cleaner/data=!4m7!3m6!1s0x89c259914c600e27:0xfb207e0ff8ec5a97!8m2!3d40.7326041!4d-73.9996709!16s%2Fg%2F1vpptff7!19sChIJJw5gTJFZwokRl1rs-A9-IPs,https://tatyanascleaners.com/,,,4.8,33,Dry cleaner,"124 Waverly Pl, New York, NY 10011, United States",+1 212-533-4654,small dry cleaning in new york city,,
